# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = test_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 608012939
# output
#   file = output1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y,x.1,x.2,x.3,Z.1.1,Z.2.1,Z.3.1,Z.4.1,Z.1.2,Z.2.2,Z.3.2,Z.4.2,Z.1.3,Z.2.3,Z.3.3,Z.4.3,Z.1.4,Z.2.4,Z.3.4,Z.4.4,Z.1.5,Z.2.5,Z.3.5,Z.4.5,Z.1.6,Z.2.6,Z.3.6,Z.4.6
-10.7917,0.726993,0.632329,3,7,0,25.3097,-1.07219,0.839582,3.04704,2.97018,0.5097,2.60997,3.62703,4.86844,-1.95904,1.00074,3.1322,1.70156,5.03384,1.99668,1.89539,5.25634,-4.94041,0.453778,1.15865,6.76711,9.65527,4.62349,4.40133,-2.62526,10.3272,2.10991,5.56057,9.74832
-8.10671,0.86689,0.632329,3,7,0,21.7971,0.176414,1.33123,0.115724,3.22613,1.40583,2.29945,2.83102,3.47803,2.14547,2.57146,2.19413,6.94936,0.879983,2.09913,1.53474,2.74945,2.21214,0.878104,6.32276,2.15035,-6.92493,0.0836227,1.95189,11.187,-7.0482,5.49209,5.56877,-0.604987
-14.1971,0.645549,0.632329,3,7,0,22.7215,-1.6725,1.5569,2.04498,3.82403,2.26445,0.12073,2.65172,3.41278,-1.94494,4.28937,2.54308,4.67834,5.09479,3.81975,5.35056,6.75857,3.0665,1.07865,3.36999,3.87187,0.549061,4.9153,13.1204,0.60575,10.8928,-7.8475,-3.0064,3.08262
-18.8816,0.743599,0.632329,3,7,0,30.8337,1.704,0.748344,2.13624,0.884206,-0.373485,2.83497,4.11898,4.86208,4.50393,3.82473,2.17571,4.66355,-5.15227,2.28694,-0.824566,-0.272548,-4.20122,3.43572,1.17664,3.80587,0.525479,-7.74814,-5.83843,4.25681,-6.19258,12.6139,0.820936,3.50989
-17.1277,0.955297,0.632329,3,7,0,35.3335,-0.88189,-0.119545,-0.215502,4.26845,2.62166,3.75365,5.18868,3.26676,1.61014,0.053204,0.227124,2.78094,1.22011,4.52769,5.2033,3.65851,3.06636,6.6516,1.63118,8.39093,1.12839,0.121618,5.72454,-1.7586,3.17389,-3.25448,-7.18229,11.5591
-17.0012,0.75758,0.632329,3,7,0,36.2147,0.155411,1.33726,3.78216,3.45706,1.00984,0.254475,1.21714,4.47217,0.364922,2.799,5.86947,5.89493,1.57558,1.16582,-1.09338,0.89541,0.988826,-1.17563,5.90955,-0.8758,2.14413,2.89887,-2.92171,9.99732,-6.74782,9.11932,16.6784,-7.88501
-18.0077,0.950943,0.632329,3,7,0,32.7645,-0.134502,0.591866,0.122013,2.38802,0.976551,3.86389,4.43713,3.54837,1.43998,1.24196,-0.129258,1.78653,0.381372,1.11356,7.59055,7.03006,0.716912,6.22009,2.53613,8.87945,0.363149,2.33599,9.00601,-3.74874,7.93739,-4.77252,-11.4796,15.8631
-12.4037,0.9928,0.632329,3,7,0,27.1753,-0.313851,0.398903,3.52489,3.40792,0.453101,-0.111027,2.06242,3.53545,0.934756,3.33682,6.58621,6.35303,-2.30534,3.42355,-0.409276,1.30194,0.742756,-0.638083,2.34866,0.647424,4.57971,0.975023,-0.817992,9.78386,-4.90224,3.73305,7.93286,-4.58627
-14.1206,0.872177,0.632329,3,7,0,26.3762,0.553039,1.17205,1.50014,2.30339,3.23665,1.5753,2.53566,5.30205,3.08291,-0.708152,2.32077,4.93588,2.95825,0.669763,4.91029,2.2275,6.99872,-1.46059,4.74488,1.52807,-4.63992,7.55776,9.88832,1.28461,4.74225,16.6679,-2.38568,4.44478
-12.4614,0.992424,0.632329,3,7,0,23.727,0.702397,0.329481,1.51996,2.04877,0.908757,2.02564,2.59198,4.56752,3.90141,0.39068,1.26764,3.24221,3.25356,-0.139063,1.55642,4.0791,0.729628,3.52162,8.44778,3.06147,2.86344,-4.11224,3.97242,4.95145,0.831252,20.4517,-3.24114,14.5463
-9.37923,0.992713,0.632329,3,7,0,21.6203,-0.229672,1.8236,2.81646,3.95384,0.0240609,2.02743,3.28859,3.96204,-0.501343,3.67993,6.08404,4.74673,-2.05642,3.98018,4.38006,5.12661,3.08743,1.46129,-3.19837,5.70618,5.69809,6.84715,4.24879,3.99419,-2.50134,-3.44221,6.5126,-7.28219
-21.0558,0.513143,0.632329,3,7,0,30.9241,0.999214,0.63326,2.83083,0.856034,0.240835,-1.43878,2.3172,5.38757,-0.171242,-1.04941,4.294,1.64292,-1.07069,1.37251,3.73294,5.69417,4.5384,9.51819,-2.10347,2.32231,2.99458,0.0434293,-2.58569,10.0024,-8.79394,-6.80441,-4.27733,6.03883
-11.0406,0.988857,0.632329,3,7,0,31.1394,0.108671,1.60207,0.852978,2.48018,1.74181,2.23588,2.80487,4.04868,2.14705,2.04263,1.09517,5.24426,-3.08186,1.88382,-0.510489,2.28359,1.54722,2.2561,0.637237,-1.81612,-1.14929,2.49218,-1.78396,9.62467,-15.9365,6.46379,-1.58105,0.522077
-14.6873,0.788287,0.632329,3,7,0,24.331,0.399753,0.493452,4.04426,2.03901,1.31623,2.08064,2.20375,3.11347,-1.3604,0.714997,6.72767,5.4659,2.69316,4.21557,2.75393,3.09849,-4.22316,9.60006,2.61362,8.42526,8.15584,-1.53551,6.9124,-1.07399,1.65449,-6.47664,12.8655,2.09038
-13.9872,1,0.632329,3,7,0,26.1922,1.31231,1.84552,1.4877,3.48966,1.31112,3.88039,4.43785,5.19777,0.286262,1.929,-0.306229,2.78887,1.25304,-1.0107,6.27012,2.86559,3.083,-4.56721,4.79168,6.45213,-4.78463,3.12875,0.790788,4.81152,3.5862,2.39115,9.20283,-10.5912
-14.4504,0.934746,0.632329,3,7,0,27.7938,-1.01512,0.203828,1.63084,2.24369,-0.826784,-0.609833,1.12137,3.38556,1.54972,1.28921,4.92281,5.58416,-2.39901,4.16941,0.847304,7.51078,0.906531,7.46988,0.806552,2.97902,5.33132,1.79365,6.56819,5.96059,-1.14726,7.88845,-2.81972,10.958
-12.637,0.986877,0.632329,3,7,0,25.8607,0.0724499,0.386476,1.78828,3.28231,0.92767,0.750068,2.0447,5.82997,3.29673,1.61426,4.04955,4.25195,3.72076,7.9093,3.80186,9.44559,-4.98784,0.730254,2.03939,-1.55566,4.27719,-0.0119387,2.72678,-1.73779,-2.93986,3.6574,-3.73609,-2.61395
-13.3979,0.971093,0.632329,3,7,0,22.094,-0.521919,1.71823,1.18114,2.79295,1.53679,2.91754,3.96043,2.86811,-0.759012,3.32786,1.35977,4.74834,-1.36449,-0.0741115,1.06792,-0.302385,8.85498,1.95428,8.12074,7.31613,-4.38811,2.93307,-1.0638,9.80219,11.1955,0.890724,13.8705,9.27525
-11.5323,1,0.632329,3,7,0,21.1689,0.541815,-0.210433,2.38264,3.08948,0.0792461,2.96238,2.08611,4.29909,2.53984,3.6175,4.08097,4.30851,1.63742,0.396159,5.8144,9.69836,-7.32995,1.12009,0.648561,0.697972,6.77297,0.17783,2.80581,-1.17059,-7.46203,1.6917,-4.67023,-0.226159
-11.9686,0.948464,0.632329,3,7,0,21.9682,0.655858,-0.241134,1.83111,2.92364,0.666562,4.07154,1.74,4.83495,1.06592,2.31564,3.73874,1.48889,1.28062,-1.41342,4.77792,8.90864,-4.01647,-1.29805,0.939465,2.64749,2.48163,-3.07603,0.706753,-0.016383,-7.22703,1.90839,-6.81694,3.37985
-13.2866,0.925237,0.632329,3,7,0,22.6418,-1.30761,2.2096,0.715206,3.51721,0.0406512,1.0178,5.48595,4.23755,-0.626606,1.50656,2.05514,3.77316,1.41747,5.77808,4.14394,-0.820907,-1.10067,4.26099,0.934895,2.04042,5.91746,3.93502,10.6812,1.49141,1.65991,5.56952,13.0232,2.28516
-21.1436,0.63186,0.632329,3,7,0,34.0492,-1.88777,1.76555,0.380317,2.20217,1.92664,-1.52348,2.75906,3.99647,-1.52902,4.32706,-1.7421,2.13945,2.48923,4.195,4.62335,2.97609,2.04661,5.0347,3.97027,6.39334,1.29605,1.36762,7.58933,-2.85064,0.642597,5.34162,-11.9604,8.58507
-14.653,0.836523,0.632329,3,7,0,43.1421,1.57311,1.75245,3.43117,3.59542,0.741279,2.05958,3.30093,3.84334,3.61871,1.29873,7.13198,6.73302,0.368889,0.093917,-0.424009,3.28169,-2.33969,-1.1647,-5.59699,4.5834,2.53717,6.28349,1.10817,8.27645,4.48595,0.389576,11.952,15.3738
-10.1425,0.77499,0.632329,3,7,0,27.7255,0.156381,-0.38534,0.645133,2.26682,0.205452,2.30904,1.92711,4.08872,1.59424,4.57658,3.03997,4.32651,2.39225,-0.990244,2.31649,4.33256,-3.01185,0.342061,0.775805,1.54842,0.995776,7.82016,9.46517,4.97584,-9.97231,0.0722203,12.7778,3.64215
-13.3621,0.794593,0.632329,3,7,0,22.9282,0.460003,-0.0698664,2.29439,3.76623,0.539403,1.0889,3.67717,3.21407,3.26046,-0.999067,3.82161,1.98863,-4.48451,0.692451,-1.85123,0.375979,3.88145,0.556654,10.5004,2.65981,6.50611,1.22004,-2.81655,-0.583904,4.59763,2.56822,1.14234,-4.67507
-13.357,0.829854,0.632329,3,7,0,29.1842,-0.530826,2.15505,1.42748,2.36357,1.66646,2.83353,2.3926,4.80088,-1.31747,5.05961,2.93459,6.69594,6.53423,1.50321,8.5177,7.47906,-1.77375,3.32863,-2.73122,5.32888,-5.02923,1.79744,8.45687,8.04605,-2.85702,0.923264,4.0242,12.5403
-14.3581,0.938965,0.632329,3,7,0,25.926,0.103873,1.97326,-0.117725,3.601,0.800611,3.36068,3.62854,3.50598,2.05329,2.27575,4.12072,6.33645,8.87188,3.6587,3.71636,2.28832,-2.46693,3.25413,2.8304,3.7564,-6.51551,2.41892,4.95886,1.38427,-1.74941,16.7372,7.64635,7.98996
-8.94692,0.665821,0.632329,3,7,0,32.9735,0.303922,0.421461,2.79942,2.59013,0.966579,0.991343,2.20021,4.18982,0.0903815,0.734201,2.72827,0.555977,-3.5592,0.698391,5.16962,9.36057,0.269939,3.70557,4.7976,0.94977,4.36475,4.30174,6.53132,6.81767,10.1828,-1.29873,2.06393,3.34524
-13.8913,0.632247,0.632329,3,7,0,27.4138,-0.433657,1.56585,1.02772,3.44163,1.40395,3.71017,4.09069,2.2385,1.55801,4.95123,4.06773,8.32894,1.73775,4.05598,3.93409,-1.86576,1.13349,3.57429,0.423405,7.36054,0.266046,-2.13059,0.965209,4.34949,-3.96258,13.571,5.34516,0.34525
-13.06,0.816985,0.632329,3,7,0,28.7599,-0.723197,1.24948,3.31732,2.53933,0.556298,-0.212194,3.67202,5.99715,1.38032,0.625926,1.56303,1.30667,2.85178,-0.49997,1.32289,9.42103,4.78852,2.53304,5.66906,-0.956295,4.51165,7.90176,4.21928,3.09436,4.72398,-4.78059,2.50701,4.88658
-18.5198,0.741084,0.632329,3,7,0,29.2649,1.93618,1.27619,0.757928,3.53798,1.32375,3.70857,2.22366,1.5701,-1.82286,4.22003,5.42232,7.26183,0.443265,5.74714,6.56509,0.507716,-1.21264,2.07374,2.02374,9.39859,1.47644,-4.44145,0.50664,4.85531,4.99545,13.5989,8.84075,-1.61568
-15.7143,0.991516,0.632329,3,7,0,31.9059,0.0436473,1.03595,3.64159,2.47347,1.95434,2.07869,3.35898,4.05045,2.15283,2.42924,1.22983,0.519329,2.78993,2.91512,-3.90026,0.455733,-2.68781,-0.602866,2.96371,4.08346,-0.65253,1.59221,4.984,0.972535,-11.0066,-13.3172,12.2862,10.7043
-11.9544,1,0.632329,3,7,0,24.9707,1.36984,1.11104,2.26375,0.771936,1.86835,1.63532,3.92399,4.95674,1.1454,0.251896,5.01924,5.06587,3.12228,0.991369,-1.09067,2.86903,-1.1818,0.337515,-1.65104,1.34703,5.56524,-1.54249,9.49591,6.33286,-7.81811,-4.60602,0.035289,8.33839
-14.5763,0.800069,0.632329,3,7,0,26.5766,-0.716647,1.78095,1.93704,5.24888,0.958943,2.30244,1.59486,2.74067,0.726093,5.58884,1.91781,2.56315,-1.63903,4.39708,6.68577,5.08796,5.23159,4.02402,7.41907,4.43645,3.3228,5.69668,-4.77415,-1.11683,14.8405,0.733392,2.45193,3.595
-10.4535,0.952005,0.632329,3,7,0,21.3991,-0.422945,1.19811,1.92778,3.71175,2.12048,2.2192,2.16533,3.49479,0.30913,3.5096,2.50028,2.04918,-0.650534,9.93391,5.41526,6.62667,3.18548,2.71914,2.05423,5.98054,5.64169,0.139156,-2.41801,0.67883,7.25851,-1.59095,6.18178,13.5477
-15.9447,0.688326,0.632329,3,7,0,28.5374,-1.2568,1.20484,2.02746,2.7059,0.303518,2.5775,4.47173,3.821,2.40625,2.09677,2.70867,6.56195,1.76904,-7.36632,4.10586,0.870572,-0.893139,3.50845,2.24118,2.9182,-3.79334,6.24855,10.5177,10.6532,-7.84273,11.1565,-5.41088,-2.98225
-12.6521,0.990077,0.632329,3,7,0,28.5779,0.60325,0.767848,2.1751,3.24702,1.46334,1.528,1.53705,4.18771,-0.432633,1.9696,3.60147,1.63597,0.250563,8.3252,1.48525,6.3886,2.81606,-0.832029,4.31583,5.11817,5.79435,-3.24815,-5.57007,-1.06086,9.42389,-7.43505,11.7052,10.9918
-14.2338,0.785446,0.632329,3,7,0,30.3132,0.0727934,1.33438,1.33852,2.56141,1.82569,2.04455,3.26183,3.29652,2.20967,1.53777,1.23862,7.25491,3.16061,-0.213026,5.14341,2.75524,-3.00307,6.458,-0.292358,4.03213,-4.55479,2.14734,10.853,14.1045,-14.8045,11.8129,2.43057,-0.470403
-16.1129,0.732574,0.632329,3,7,0,30.5966,-1.0052,0.987445,4.13203,2.48664,1.04887,3.42025,2.31847,5.04585,-0.218438,2.76196,4.59339,3.40509,1.00156,-8.78974,9.14713,1.88015,1.00258,3.86259,2.99248,1.64537,-0.831778,3.02548,6.53961,-0.492148,-0.821965,2.73398,-4.18949,7.62281
-19.2271,0.575086,0.632329,3,7,0,39.7402,1.00177,1.18014,0.00220354,3.94617,1.45236,0.560496,4.5926,3.66741,-1.18976,-1.15599,2.00048,4.0798,-1.88597,13.1666,1.29695,1.28021,1.88256,5.09763,4.88075,8.9026,6.51244,2.33449,-3.86155,3.83657,-0.885004,6.97205,8.67818,-0.594823
-9.29544,1,0.632329,3,7,0,26.0835,0.201432,0.760022,0.560354,3.75587,0.692789,0.541949,3.32255,3.70876,-1.79963,2.19131,2.50992,3.20381,1.28843,2.84356,7.35365,4.66379,2.46676,-3.04393,3.09844,2.71632,-1.24037,-2.17048,1.26478,9.86756,-0.896722,2.57928,14.2444,-2.47786
-12.1043,0.73823,0.632329,3,7,0,22.9591,-0.493892,0.614499,3.87946,2.22172,0.907225,1.25097,3.51594,3.74443,4.17986,2.32744,3.24623,2.52229,1.71409,8.06997,1.01686,3.9591,0.212751,11.7374,5.59691,7.19646,3.84884,4.3617,3.71638,3.61865,0.286633,-1.44067,-7.43736,5.94889
-12.395,0.879812,0.632329,3,7,0,26.0558,0.817661,1.41787,0.0815004,3.65477,1.12777,2.52492,2.63126,4.25181,-2.79122,2.1644,2.70405,5.97734,0.356691,-1.83794,4.46645,3.69843,1.509,-8.78943,1.13781,0.820057,-1.4321,-0.689089,1.37041,4.3466,2.75472,6.66287,13.803,2.0433
-7.9487,0.995931,0.632329,3,7,0,19.0433,-1.16914,0.909327,2.0077,2.38976,1.12125,2.05891,2.44926,4.90746,1.45454,0.947559,5.00274,4.02448,1.56817,-0.74598,-0.322569,3.47361,-0.403753,4.06308,5.28867,9.64864,-3.42555,11.779,0.562123,8.66083,1.03115,-1.56404,-1.92658,2.20694
-11.691,0.721548,0.632329,3,7,0,20.2674,0.488694,2.26824,1.45661,3.71679,0.238975,1.57817,3.27078,4.00044,0.126231,2.70708,2.90622,5.25631,-1.52033,-2.40499,-0.279204,2.23479,4.64491,2.72701,-0.786988,9.47249,6.78654,1.15386,16.3491,-0.436793,3.88733,-4.13033,-1.60617,3.9207
-10.7222,0.900955,0.632329,3,7,0,23.3408,-0.501027,-0.126273,2.40076,2.31876,1.73109,2.03887,2.74636,4.00297,2.2078,1.44589,2.884,3.33769,3.50513,6.3954,5.97074,5.06595,-2.67855,-0.759924,4.66372,-1.41177,-5.61839,2.96068,-9.61103,8.4832,-2.1185,7.93503,7.89733,4.01666
-10.2113,0.568304,0.632329,3,7,0,34.0009,0.749496,1.83785,1.74925,3.80384,0.444793,1.5648,3.55683,4.02725,0.0303447,2.43477,2.69341,4.43838,-1.63153,-3.18447,0.0662132,2.74397,4.58855,3.19013,1.94869,9.40036,6.89927,0.538781,14.4736,1.30571,4.87264,-5.20168,-2.10518,4.01761
-12.5348,0.900457,0.632329,3,7,0,20.5832,0.250316,2.56502,1.2046,3.70706,0.952316,1.22582,3.91851,3.72487,0.288479,3.31766,3.09063,2.26,0.660266,1.29666,-0.139948,1.5977,5.56571,8.211,-0.283782,10.9387,5.88727,0.0641598,14.446,1.30791,8.15455,-3.281,-1.45236,3.93547
-17.8882,0.783044,0.632329,3,7,0,26.4541,-0.695716,1.12579,4.64222,1.68209,1.47536,3.0201,1.74697,3.47883,1.57476,-0.573109,1.50842,3.31506,2.57905,1.7431,3.52876,1.9924,-1.76609,-3.71502,5.9305,-8.3944,3.97904,7.85986,-2.19773,2.39646,-1.16327,11.0865,-0.364231,-4.41728
-8.30153,0.942423,0.632329,3,7,0,27.1529,0.0151301,-0.32272,3.48627,3.12648,0.385404,1.52149,2.73197,4.86618,0.594991,5.26609,2.82145,5.17906,0.362685,1.87137,1.91859,2.44394,1.27164,5.83688,0.952743,8.10322,0.54459,7.14764,-1.40016,2.23537,-5.16749,-3.77387,-4.15471,5.69018
-9.93799,0.664405,0.632329,3,7,0,24.9785,0.583858,0.884463,0.918603,1.99556,1.22476,1.75589,4.62479,3.69406,1.65147,1.29671,5.07448,4.93062,-0.0616855,1.27728,3.96387,5.6666,-1.32679,6.29045,-0.344155,-0.896679,5.18999,-6.58603,-1.31144,3.60627,2.7278,4.90922,13.7069,-1.34275
-13.1804,0.846706,0.632329,3,7,0,23.1979,0.871378,0.666077,2.17063,3.47673,2.39876,2.04774,1.59431,4.02666,2.85444,1.86254,3.39404,5.22883,6.33314,4.40777,7.57801,4.37309,-7.26676,-3.39732,4.02228,6.75632,-0.0933972,5.50864,-2.61926,7.83989,4.57839,-5.35907,-1.95245,-5.10413
-16.4349,0.89707,0.632329,3,7,0,26.9055,1.0679,1.13721,1.63914,3.73305,1.6203,1.87669,2.19905,4.15509,4.66437,3.44355,3.4514,5.2412,6.90401,5.3623,7.65513,9.09377,-7.27836,-4.41609,4.77211,11.6191,1.453,3.68972,-3.88534,5.69963,5.03674,1.89034,0.290643,-3.98689
-12.1106,0.987536,0.632329,3,7,0,27.9503,0.992721,1.68827,2.58537,3.38315,2.22802,1.1322,1.93417,3.65827,-3.29161,-0.276336,3.17019,2.7681,-0.75654,1.6428,2.42314,0.715328,5.2467,6.22273,5.61582,3.95007,12.127,7.10123,7.33947,3.29229,-0.0234553,1.60415,-2.97527,7.88015
-14.2191,0.785477,0.632329,3,7,0,25.842,-0.772635,-0.282257,1.48955,2.13584,0.744969,3.03936,4.46415,3.69803,3.22138,3.33728,0.969429,4.56616,1.55582,2.51601,3.62099,9.01855,-5.16661,-1.45514,1.6507,6.648,-9.01529,-4.71569,3.19608,2.92315,6.21649,3.59953,15.9072,-2.34697
-13.2069,0.930961,0.632329,3,7,0,26.5498,-0.426872,-0.589293,3.44199,4.74081,2.48063,2.79733,3.12618,1.95539,3.29176,4.18492,3.33917,2.94125,1.73786,-1.98631,1.73882,5.29652,-2.2358,7.04555,-0.699601,7.18613,2.73988,1.24422,5.53344,-0.743264,-3.43762,3.04695,8.58577,5.76255
-14.0806,0.943136,0.632329,3,7,0,26.5887,-0.748323,0.688394,1.83628,4.51879,-0.564915,1.74639,0.52719,5.45634,2.87959,1.04256,1.32715,1.65943,3.08239,2.95167,3.96891,-0.28788,1.93057,7.23352,0.655152,-2.28349,-3.70504,-0.500188,-5.00374,3.2049,1.5667,-0.472913,2.56548,4.96446
-12.0861,0.895853,0.632329,3,7,0,26.1118,0.211628,1.34774,2.36369,1.92444,2.25603,2.37341,4.3414,2.80877,-3.21613,1.48358,3.99006,5.68202,-2.2447,-0.166925,0.447119,4.07227,-3.74602,-1.95221,2.6605,9.65137,7.14115,4.14098,10.5168,4.90944,4.20896,4.60838,2.91297,-2.16311
-11.8565,0.6673,0.632329,3,7,0,29.1553,0.0131777,0.904345,1.55105,3.93021,-0.289893,2.04801,1.76048,5.19788,5.34126,2.16961,1.6991,2.11276,4.26284,3.00194,5.33434,4.06204,5.53061,4.89597,6.42585,-1.75169,-5.24718,-0.499874,-3.45381,0.619886,-2.40393,-0.275649,2.05054,10.1001
-15.2511,0.683204,0.632329,3,7,0,28.4888,-0.256658,1.94457,0.627398,4.13835,-0.712765,1.82681,2.00785,6.00175,2.42712,-0.710706,-0.170987,2.84215,3.44866,5.36363,3.80752,4.88762,10.0179,5.71295,4.51507,-2.08142,-0.929809,1.37609,-2.67861,4.40401,-4.04845,-2.1999,3.20938,5.60524
-17.3705,0.804215,0.632329,3,7,0,32.2963,0.22126,-0.0574393,3.42716,1.98921,2.79894,2.37315,3.83096,2.00369,-0.78664,4.2028,6.59095,5.25939,-1.46073,-2.20566,1.81693,3.39846,-8.11006,-3.98211,-1.47689,10.0279,2.4796,3.60666,8.65657,2.99497,5.36669,7.83333,3.29448,2.49
-19.1438,0.894546,0.632329,3,7,0,30.593,-0.329995,2.47356,0.781577,3.27678,-0.0287291,1.46025,2.13044,5.08612,2.96062,-1.97441,0.497511,4.29614,0.891957,4.74194,5.6093,4.04372,9.55394,14.365,12.2843,1.03277,0.942557,1.3334,-1.92331,4.51913,-6.54751,0.0778181,-0.234747,5.03024
-19.6716,0.976383,0.632329,3,7,0,37.2067,-0.00252656,0.217335,3.00978,0.712442,0.802465,1.38583,2.22489,4.62349,2.52571,2.08156,6.35244,7.10586,5.1154,0.110117,1.29137,5.52185,-9.1173,-2.08658,0.994882,-0.109802,-6.93064,5.16648,-5.31058,4.56562,6.68424,17.1465,0.122128,-0.0967809
-19.7878,0.982254,0.632329,3,7,0,32.8293,0.803568,0.437754,0.998455,5.61791,1.15605,3.46096,3.84107,3.34899,-0.761069,1.93507,-0.571067,1.40623,-6.05865,4.48154,3.3764,1.17964,10.9146,2.72827,4.87435,9.23461,5.08863,-2.74835,7.6556,3.72848,-6.20107,-7.39988,5.87372,4.9918
-12.3386,0.980458,0.632329,3,7,0,30.9615,-0.419188,0.283123,2.50216,3.38039,0.836029,2.45134,3.69474,3.09584,3.27165,2.73578,2.47059,5.79791,5.52151,1.13621,3.42548,6.56575,10.3729,2.6441,-1.33549,0.121745,0.342195,10.5101,13.3055,8.28871,2.56092,0.663136,-2.98673,4.5335
-20.243,0.685279,0.632329,3,7,0,33.1231,2.85714,2.28352,2.3297,2.50513,0.828366,1.69508,2.33621,5.38279,-1.45202,0.651446,3.12034,2.79517,-4.24028,1.38939,0.855366,-0.772251,-9.02514,-1.72455,7.83482,6.55948,0.704026,-8.64044,-5.29843,5.19365,-4.81868,-0.0526862,11.3743,4.84465
