# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = test_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 608015987
# output
#   file = output2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y,x.1,x.2,x.3,Z.1.1,Z.2.1,Z.3.1,Z.4.1,Z.1.2,Z.2.2,Z.3.2,Z.4.2,Z.1.3,Z.2.3,Z.3.3,Z.4.3,Z.1.4,Z.2.4,Z.3.4,Z.4.4,Z.1.5,Z.2.5,Z.3.5,Z.4.5,Z.1.6,Z.2.6,Z.3.6,Z.4.6
-10.8895,0.934375,0.579502,3,7,0,22.2073,-1.54035,0.069275,2.73788,2.54358,1.56902,1.93048,4.82168,4.61188,3.08722,1.48098,5.35069,2.49429,-0.0201063,3.44646,3.26457,5.44004,-5.58553,4.14128,2.36509,3.51324,-1.71358,-3.28703,10.1864,3.30118,3.04558,8.63198,10.8885,-0.126672
-17.3751,0.72564,0.579502,3,7,0,26.1541,2.45342,2.40979,2.99325,3.28496,-0.0339884,1.4207,1.38822,4.34339,-2.80707,2.32851,-2.04111,5.74459,-0.911465,1.9048,3.04101,2.60882,7.86905,-0.797147,9.26949,8.58838,1.70677,3.37812,2.03464,8.30165,-2.66866,-3.13773,-0.847129,8.5159
-14.8116,1,0.579502,3,7,0,26.5614,-2.30538,-0.436221,-0.369097,2.28411,1.93868,1.81963,4.3211,3.05792,1.19483,2.19976,5.90169,3.77577,4.03641,0.594276,0.950573,4.99433,-3.8655,5.05283,-1.14032,-0.0256605,0.263135,-2.71979,-3.52282,3.89919,3.51651,6.6999,8.04486,0.40581
-9.58605,0.996551,0.579502,3,7,0,23.7532,-0.593346,2.01479,2.32522,3.03011,1.80532,2.03594,2.22896,4.41788,0.126106,1.52251,3.40081,2.5638,1.17516,4.91801,6.72522,3.87384,7.79333,-2.42154,4.4135,1.04019,-4.27173,-2.80246,-5.42478,5.78814,2.12311,-7.62676,7.21719,2.25533
-13.301,0.775676,0.579502,3,7,0,24.7268,0.699175,-0.745463,1.60953,3.23321,0.753598,1.55893,3.8823,4.09937,3.53109,1.65857,4.53028,4.36276,-0.935689,2.90307,4.8464,5.42081,-7.8889,7.37388,4.50564,4.54081,6.70379,3.13228,16.1251,10.2059,-4.43278,6.05756,3.66726,-0.158484
-13.7796,0.680648,0.579502,3,7,0,30.2452,-1.00139,3.31351,0.278684,3.80401,0.740347,2.31841,2.77041,3.41337,-0.268582,2.06895,4.66689,7.61659,5.06014,2.50533,3.52607,5.21545,-4.83538,9.3802,3.65762,2.88968,-1.15362,3.33122,-1.60507,11.1763,4.94181,0.765573,9.60502,1.92939
-19.0845,0.799645,0.579502,3,7,0,30.3809,-0.225828,0.622942,4.48827,1.93226,0.554291,-0.982259,5.2038,5.52935,2.97618,0.696709,1.65387,0.911795,2.34375,0.0648742,4.76859,1.35502,1.39991,0.200059,3.65795,0.970167,1.65244,5.99913,1.7528,12.1199,0.433536,12.2482,-3.72171,3.04245
-16.8907,0.970173,0.579502,3,7,0,33.1302,0.83371,0.959448,1.65995,2.70196,0.286428,3.88999,1.62337,5.41125,-0.564175,3.44819,2.32612,6.99677,-1.52247,4.4619,2.94823,1.80743,-6.5878,1.82989,0.963787,-3.44538,1.56988,-8.97347,4.0223,9.72026,-7.16474,-5.07897,11.2334,9.60207
-12.257,0.95664,0.579502,3,7,0,28.8589,-0.0080391,0.702178,2.73942,2.99492,1.81285,0.0678987,4.45191,2.53162,2.88261,1.18561,3.68175,3.1699,3.50738,-0.77623,3.42034,6.43299,6.59705,0.808567,4.01808,8.92625,1.46536,7.25436,2.43649,-1.54492,2.40656,7.91262,-9.62077,1.22686
-12.7661,0.889535,0.579502,3,7,0,26.6055,-0.169256,1.06466,-0.0919601,3.38279,1.00863,3.74216,2.18258,3.8265,-0.986132,0.118091,3.601,3.38804,-3.08632,0.661073,3.3847,3.42362,-7.38632,-1.96713,-1.75658,4.71038,-3.52921,-1.12932,3.06146,9.36066,3.15865,-6.46235,9.61021,-0.492495
-14.0719,0.679074,0.579502,3,7,0,30.7914,0.419806,0.360632,1.09981,3.10519,0.899855,2.49187,2.12611,3.97376,-0.667513,-1.45351,3.16237,3.69681,-5.2029,1.95212,3.6796,4.93888,-5.90255,-3.9875,-3.46257,7.75586,2.2971,0.932271,-3.01043,5.8746,10.401,-8.29123,4.37842,-3.89498
-16.9909,0.916215,0.579502,3,7,0,26.4412,-0.367154,1.24633,0.698685,3.23702,0.845464,2.33999,1.98685,3.66927,-0.334469,-1.63842,4.27187,4.1473,-4.89018,1.63654,1.9378,4.33203,-5.84132,-2.5771,-2.52461,4.41285,6.39149,-7.14041,-2.71149,7.74019,10.2861,-5.91416,2.62864,-10.6095
-20.0535,0.868379,0.579502,3,7,0,35.558,2.13997,1.23419,3.17201,3.85633,1.29428,2.9013,3.36124,3.41301,4.41583,4.10216,4.66821,4.34814,4.82208,2.40271,0.748041,2.98029,7.75868,7.03412,3.70394,2.37235,-4.92239,8.33948,16.247,9.15854,-4.41937,17.8146,0.479369,10.7205
-15.9079,1,0.579502,3,7,0,33.2443,1.70621,2.73105,3.6579,2.72042,-0.100161,2.47798,4.391,4.37291,0.786621,4.35296,-0.345084,2.95516,1.37334,1.18114,3.02251,7.03366,-0.259115,6.0897,3.64431,0.77643,-10.0255,-4.05427,12.7404,6.9184,3.33582,5.10269,3.2248,10.8032
-17.308,0.876673,0.579502,3,7,0,33.2529,1.00002,1.9139,2.26798,3.52404,-0.309639,1.85545,5.16818,3.77568,-0.179008,4.46428,-0.969984,2.66866,1.87864,3.23278,3.83462,3.6788,-3.9237,7.51884,7.3003,-0.417444,-7.30026,2.35528,17.0006,9.65215,2.19583,5.8969,4.66452,10.4131
-20.7335,0.873489,0.579502,3,7,0,35.358,-0.47897,1.5006,1.71142,2.80744,-0.61128,0.960014,3.19139,4.87618,-0.608124,5.42462,0.972395,0.0310988,2.44624,-0.443029,5.35149,8.08019,1.32212,11.916,7.42663,0.923642,4.66809,-2.26018,14.1947,9.01648,-8.32103,-0.0363737,-3.02445,-10.3147
-14.4766,0.928876,0.579502,3,7,0,35.9294,-0.0656157,1.06707,2.18821,1.44791,2.9263,1.93427,2.86368,3.36025,1.72786,3.75948,2.61661,5.53327,7.19473,5.50715,1.39058,1.62332,1.63676,-6.13825,-2.22871,0.374613,-0.910427,5.56275,-2.95341,2.51878,7.00235,8.98736,8.09059,13.1966
-15.223,0.86683,0.579502,3,7,0,29.3212,0.100898,0.897031,2.82486,4.22997,0.0423909,1.58746,3.32349,4.94866,-0.747228,-0.902465,2.54676,0.105125,-2.36166,-0.00969378,2.37121,10.2154,1.31343,8.23507,4.64189,10.8394,6.7526,-8.00599,6.1289,2.86746,-0.363103,5.28112,3.22502,-3.90307
-20.5227,0.89994,0.579502,3,7,0,30.3672,-1.47855,0.90966,1.08693,2.02878,2.76642,2.57967,2.70804,3.67617,1.4109,4.29485,2.79872,6.95732,3.51771,3.23344,6.62449,-5.59363,-3.39035,-2.54219,-5.16182,-0.0322963,-0.780771,9.79148,4.27398,8.0278,4.32698,1.40148,-0.0158225,18.45
-13.2687,0.997495,0.579502,3,7,0,31.3117,0.00059336,1.14274,3.15188,1.3519,0.822186,2.05146,3.05702,4.35613,1.26495,-1.79575,1.18125,1.95379,3.22157,-3.15984,0.600677,1.88251,5.16242,-3.0595,5.48005,7.70878,7.96782,-3.80319,9.9621,0.175202,-4.07209,7.72483,3.21418,-1.3861
-11.9902,0.918955,0.579502,3,7,0,26.663,-1.25474,1.10292,1.85987,4.3988,2.66064,2.44294,3.09494,4.97054,1.09965,2.89028,5.32578,6.12925,2.10521,2.23472,6.55296,5.62308,0.00889692,2.65628,4.11117,-1.87594,-0.921369,7.64282,-7.10352,-1.23939,3.44559,-2.48122,-3.15347,10.8117
-12.1635,0.839703,0.579502,3,7,0,27.0872,1.18629,1.05431,1.99973,2.57121,-0.519688,1.74271,2.85257,2.50866,1.80446,1.28689,0.675366,2.18035,-0.121639,1.66557,0.737908,2.42396,4.11223,-0.466057,3.00031,9.99182,3.99205,1.36342,12.8832,9.26347,-10.2606,7.44882,7.97886,-1.97728
-14.042,0.959898,0.579502,3,7,0,24.031,-1.25308,1.92519,3.11326,1.99024,1.24369,2.27997,3.81476,5.90199,0.469468,3.83301,4.66429,5.33807,3.57286,-2.97409,3.61289,7.26562,-4.11538,5.49723,0.937602,-0.490441,1.2715,1.16968,-3.38731,-1.99812,13.817,-0.894236,-0.606047,2.9011
-10.1627,0.919886,0.579502,3,7,0,26.6785,1.5037,0.0932666,1.03477,3.85574,1.31866,1.84342,2.32527,2.6175,1.04614,0.388095,1.5776,2.60077,-0.313896,4.41231,2.90173,0.811939,5.65353,0.822645,5.45503,8.0051,0.00903496,2.8036,6.78645,7.88983,-11.937,5.29824,6.96032,4.87541
-12.8937,0.777741,0.579502,3,7,0,24.9276,-1.6285,2.29939,2.71046,2.06777,1.16927,2.35493,3.90754,5.00966,-0.316908,3.39524,4.34879,5.80996,2.31761,0.0845041,1.92658,7.51605,-2.27561,2.60694,2.20274,-3.87292,2.57773,-1.75182,-1.00339,-0.43547,14.8973,-0.654944,-3.67676,7.18777
-13.3428,0.906215,0.579502,3,7,0,27.3361,1.59788,-0.394805,1.03852,3.89995,0.655,1.93118,1.94492,3.27785,2.09625,1.21804,2.0328,2.30397,1.61141,3.96796,3.37227,0.70094,4.8577,2.08426,5.73361,12.3006,-1.24239,5.84848,2.82358,8.71523,-12.5606,8.00423,10.9847,0.591513
-14.5907,0.776662,0.579502,3,7,0,33.2342,-1.70589,2.35506,2.32442,2.52215,0.639383,1.78599,3.84931,5.77055,0.707269,2.21027,3.87215,5.7377,-0.377459,0.0358576,3.00921,7.80598,-2.8913,2.92293,0.322991,-4.54883,3.61297,-2.02211,1.42035,-2.17566,14.433,-4.14359,-4.88842,8.21241
-14.3543,0.93391,0.579502,3,7,0,27.9139,1.77779,-0.374315,1.74958,3.49898,1.20087,2.02187,2.24161,2.31037,1.36806,1.21001,2.0246,2.46542,-2.12233,3.11124,3.48063,0.638878,3.58199,0.654226,6.90405,12.1155,-2.12116,6.03305,7.05949,8.9602,-11.8224,7.64156,12.0667,0.491237
-14.4194,0.938844,0.579502,3,7,0,26.7752,-1.68837,2.51287,2.30244,2.34468,0.740504,2.1421,4.59276,5.66063,0.6072,1.82911,4.22382,5.46614,2.55082,0.921782,2.59946,6.86633,-2.23535,4.029,-0.882004,-3.49906,3.45248,-2.02057,-1.58281,0.0227396,13.968,-1.00751,-6.27792,8.11238
-12.0235,0.938347,0.579502,3,7,0,26.0292,2.04078,1.28386,1.70429,3.37274,1.24497,1.58544,1.55022,2.5251,1.56698,2.27551,2.9623,3.39108,-0.580925,3.19562,5.90545,2.27008,4.73649,0.791215,6.13461,10.1523,-4.44017,-1.16137,6.88987,7.86134,-8.7814,5.2367,13.3185,-0.374916
-16.0392,0.808231,0.579502,3,7,0,28.1116,-2.59647,-0.113364,2.24163,2.77153,0.65711,2.2238,3.86363,5.52037,-0.626125,1.75753,2.1681,5.19212,2.5599,0.0699488,0.889692,8.46701,-2.69466,3.29153,-1.62686,-2.66069,4.24222,7.60016,-1.60081,-0.489706,15.2797,-3.62823,-3.17043,6.42558
-8.9525,1,0.579502,3,7,0,23.4851,0.343289,2.27939,2.3839,2.37084,-0.0388177,1.49734,3.82377,3.24732,1.74366,1.80864,2.2816,2.38765,1.62247,3.05664,0.864639,6.73094,7.04681,3.74781,3.29578,2.21623,3.50348,0.655749,1.07539,10.8476,-2.96228,-3.29305,12.8911,11.6889
-8.34029,0.846824,0.579502,3,7,0,19.0199,-0.59598,0.509565,1.72018,2.36342,1.46133,2.47412,1.76339,3.32922,-0.315048,-1.30172,1.61946,2.46011,1.04312,-2.71804,0.866087,5.78231,-1.68112,3.44626,6.23905,5.63225,-4.47005,2.93999,4.64005,4.57899,-0.771824,-5.95792,8.46851,6.63397
-10.6539,0.672449,0.579502,3,7,0,27.1635,0.720718,1.50889,1.82496,3.42942,1.14475,1.81458,3.77606,4.72719,1.86248,4.78511,4.13025,5.58529,2.03201,8.90515,5.98654,2.10753,4.25097,3.24275,-1.35698,1.97035,6.48378,1.20915,-2.3083,2.08475,2.70726,12.9868,-2.56997,0.991322
-15.9025,0.751894,0.579502,3,7,0,25.3629,0.688682,0.414578,2.85132,1.50694,2.75736,2.34302,4.26439,5.40065,1.67647,1.19174,3.47809,7.91425,0.981279,2.57685,3.93269,-1.61704,5.70645,1.76587,4.56437,1.94399,4.29217,4.88624,-4.08469,-2.73124,14.1444,10.901,4.51886,3.49904
-15.3419,1,0.579502,3,7,0,28.7709,-0.685967,1.51004,0.996454,4.65804,-0.733911,1.70106,2.40782,2.74298,0.27893,2.00601,1.91513,0.0653493,1.5212,-0.179433,1.42235,10.3956,-2.77396,2.06731,2.66531,5.96441,-2.94328,-0.932765,8.43812,10.7705,-12.388,-4.75289,1.22305,2.77331
-16.2602,0.989979,0.579502,3,7,0,24.3828,0.603582,0.523714,3.47476,1.18797,2.81101,2.64564,3.20114,4.89219,1.3016,2.18172,3.76317,7.95691,0.580568,4.14981,5.14983,-2.3494,3.96551,1.0667,2.6124,1.54095,4.5814,5.01871,-4.30937,-2.45629,14.6287,9.08219,4.44586,5.14882
-13.7676,1,0.579502,3,7,0,27.5487,-0.256894,-0.136384,2.38963,4.48085,1.83397,1.61357,1.22284,3.59421,0.483808,2.10868,6.08213,0.664168,3.38975,1.22841,3.25811,4.38831,0.418279,-3.7724,6.6938,0.3447,-0.490326,0.224811,-2.60081,6.88598,-9.94506,11.2223,-6.23069,5.50398
-19.4692,0.610415,0.579502,3,7,0,35.1895,-1.88872,1.81827,0.973681,1.29686,0.67553,2.01586,0.770317,5.61194,-0.435567,2.44266,-0.935409,1.18497,2.15931,-3.82851,-3.53261,5.73224,1.21395,-2.1059,5.40348,1.67194,3.62888,-2.48535,-4.88964,4.57196,3.05587,-0.223318,-5.48393,2.51145
-20.1193,0.883513,0.579502,3,7,0,39.5425,-3.1418,1.14576,3.8818,2.09551,0.343518,1.19138,3.81944,4.86363,-0.361543,2.90693,3.01577,5.99923,-0.0272332,1.12267,2.37834,1.48328,-1.55062,-0.856749,2.99184,11.0098,2.86925,8.44827,3.27576,-1.59798,8.00426,-11.3409,17.634,11.5048
-21.3132,0.982189,0.579502,3,7,0,34.0934,3.16626,0.917262,0.0959405,3.86453,2.00854,3.20767,2.46634,3.30356,2.41397,1.31318,3.1874,2.19668,4.9579,4.06604,2.87867,6.37129,3.4161,5.21124,2.27323,-1.73803,-1.03135,-4.28631,2.70979,11.0143,-6.3933,14.8004,-11.1418,-5.00589
-14.2004,0.987824,0.579502,3,7,0,34.3017,-0.0346084,0.763197,2.27138,2.52357,2.07544,-0.927447,2.24287,5.21994,1.80187,-0.522343,3.19129,5.24169,3.39313,3.45373,5.6872,6.53808,6.68767,-1.0941,6.29803,6.35604,3.52231,5.30523,1.78599,15.1172,-1.56471,2.75122,9.44,-2.08433
-15.3985,0.677843,0.579502,3,7,0,35.0868,-0.114867,1.22231,2.05708,3.27114,-0.0105377,5.1814,3.92107,2.55677,1.02415,2.77243,3.06327,2.99203,-4.28494,2.63194,1.46151,1.38383,-4.46291,4.61882,-1.94057,1.5125,-1.35507,-1.22081,5.82619,-7.41435,3.31294,-0.0641967,-2.24176,8.66375
-15.2015,0.903666,0.579502,3,7,0,30.2989,0.507058,2.29152,2.16132,1.25055,1.3649,1.32445,1.92452,4.90216,-2.21831,-0.298503,3.17965,2.61367,2.67496,1.79944,6.22069,1.77879,-0.1933,4.74861,0.754372,3.9853,5.10944,-1.27998,-5.32466,-6.60323,-14.4738,5.6421,5.21533,3.4483
-13.2631,0.997967,0.579502,3,7,0,26.8575,-1.18363,0.942294,2.00894,3.68784,1.69089,3.21464,2.96101,3.70359,1.12416,2.43621,3.36938,6.41702,4.69393,-1.19203,2.7773,2.67337,1.97292,2.19328,7.59445,7.27193,-1.92859,-0.884757,-2.46342,-5.28513,9.63372,-9.70792,12.6672,13.2343
-13.6427,0.97318,0.579502,3,7,0,25.297,0.928974,0.704977,2.14783,2.21074,-0.258168,-0.162281,3.41182,3.78238,1.15784,1.29971,2.22032,3.91739,-3.03034,4.61336,2.97821,4.35877,-6.39057,0.635667,5.14453,1.79719,-0.757981,4.26193,5.05497,7.20972,-5.73338,18.124,-7.0542,2.87272
-16.1094,0.647351,0.579502,3,7,0,33.054,-2.04869,0.826034,-0.176485,1.92719,0.0101319,1.3803,1.82918,4.63469,0.18382,2.2733,0.297765,3.2856,-3.34547,7.40237,2.19124,3.29605,-4.58713,-4.85326,0.52826,3.97807,0.536088,1.39772,-1.92598,1.22078,11.1391,-4.89884,5.99169,0.391625
-11.6194,0.954966,0.579502,3,7,0,29.1237,0.827906,1.76036,2.67422,4.22942,0.618272,1.8157,2.13086,2.47474,0.675311,3.14022,1.80596,3.61288,5.11813,-0.712783,-0.0603213,1.66589,-1.60779,7.01165,8.7944,2.49869,3.44991,1.1043,11.5614,7.64127,-5.01843,9.5881,4.27179,10.105
-12.1869,0.746447,0.579502,3,7,0,28.7319,-0.759664,0.981929,1.29824,1.77722,1.66461,1.99627,4.18987,5.66535,2.61202,0.820753,3.08608,4.86358,-3.17113,4.13943,5.97092,4.42235,4.17799,-2.21309,-0.914464,3.85625,-2.21598,-2.42956,-5.31771,-1.28652,-7.44767,-6.65457,-0.751488,0.644558
-13.0806,0.977264,0.579502,3,7,0,22.8962,0.818731,1.07189,2.79996,4.49593,0.704868,2.25135,1.91651,2.24511,-0.0257575,1.86046,2.54117,3.21327,5.68836,-1.13929,0.98239,3.88775,-2.13387,4.85277,7.19379,4.73238,4.47602,6.41695,12.392,11.0022,9.84027,10.2751,6.93065,6.85934
-15.0107,0.892453,0.579502,3,7,0,27.556,-0.577045,1.11075,1.681,4.88808,2.62121,1.12897,2.84117,2.50243,1.99468,4.93201,3.27847,4.55581,-0.965959,-0.749038,2.84075,5.03414,5.24736,4.82551,3.34341,11.5762,-3.53382,-7.91993,1.36484,6.06193,-0.94508,11.0573,1.4446,-7.63905
-11.3802,0.99658,0.579502,3,7,0,25.1981,0.0920577,1.81311,1.68932,2.31351,1.03129,3.63263,3.44688,5.6143,2.83224,0.65036,3.34611,2.51502,3.2412,4.96403,5.38472,2.77877,1.98181,5.79328,-1.21601,0.879326,5.72986,4.52863,3.77473,0.981533,-1.97159,-10.7042,-3.17541,12.1323
-9.11462,0.983988,0.579502,3,7,0,19.1613,-0.31669,0.979005,2.05295,3.08788,1.4239,1.7519,3.10256,3.14113,-1.96831,3.23927,3.70598,2.4566,-2.85787,2.28715,7.36712,3.81788,0.66403,1.76809,3.93528,8.99992,0.937004,-3.28034,-2.71079,6.04786,5.49263,3.27231,16.643,5.27179
-7.19156,0.718163,0.579502,3,7,0,25.1659,0.247034,0.762559,2.16426,3.09387,0.867168,2.35784,2.77995,5.24782,3.92279,1.24265,1.75382,3.31155,4.81585,1.53426,1.49189,2.83263,0.938942,2.58572,4.32107,-0.201307,1.09479,-2.02192,8.71089,4.37428,-0.0581679,-0.0509061,-9.38177,5.32604
-7.09703,0.871755,0.579502,3,7,0,17.1309,-0.133071,1.89321,1.99636,3.58018,1.21999,1.73956,3.42007,3.06386,-1.6999,2.70011,3.54092,4.41773,-2.82512,2.40458,5.69721,5.09724,-0.986975,0.187166,2.13402,8.43592,-0.760246,-0.167755,-3.53227,3.09248,4.08934,2.99525,13.6521,3.92426
-9.64767,0.770412,0.579502,3,7,0,19.3883,1.4213,0.613961,2.41118,3.80187,1.74727,1.27801,3.62439,4.17595,0.521323,1.3058,2.17348,2.94305,0.869255,0.45569,-1.11478,6.1876,5.20741,0.222042,7.57406,1.41208,4.58779,7.45798,-5.61157,4.71149,5.283,-7.31342,-2.17878,1.93296
-12.9716,0.858282,0.579502,3,7,0,23.0129,-1.41124,1.12803,2.00261,2.41184,-0.635683,3.7944,2.52344,6.69366,1.61742,1.32548,4.14385,5.39835,2.76161,3.51907,6.46093,3.45777,-0.211448,1.64523,0.736898,3.94995,-0.462703,-0.668809,11.2701,6.38634,-0.282897,7.18297,2.93361,13.8138
